Id	AnswerId	Text0	CreationDate	Text
149055	149150	"How can I format numbers as money in JavaScript?. <p>I would like to format a price in JavaScript.<br> I'd like a function which takes a <code>float</code> as an argument and returns a <code>string</code> formatted like this:</p> <pre><code>""$ 2,500.00"" </code></pre> <p>What's the best way to do this?</p>"	2008-09-29 15:00:28.963	how can i format numbers as money in javascript?. i would like to format a price in javascript. i'd like a function which takes a float as an argument and returns a string formatted like this:  what's the best way to do this?
37684	21925491	"How to replace plain URLs with links?. <p>I am using the function below to match URLs inside a given text and replace them for HTML links. The regular expression is working great, but currently I am only replacing the first match.</p> <p>How I can replace all the URL? I guess I should be using the <em>exec</em> command, but I did not really figure how to do it.</p> <pre><code>function replaceURLWithHTMLLinks(text) { var exp = /(\b(https?|ftp|file):\/\/[-A-Z0-9+&amp;@#\/%?=~_|!:,.;]*[-A-Z0-9+&amp;@#\/%=~_|])/i; return text.replace(exp,""&lt;a href='$1'&gt;$1&lt;/a&gt;""); } </code></pre>"	2008-09-01 09:58:49.647	how to replace plain urls with links?. i am using the function below to match urls inside a given text and replace them for html links. the regular expression is working great, but currently i am only replacing the first match. how i can replace all the url? i guess i should be using the exec command, but i did not really figure how to do it. 
45015	5686237	"Safely turning a JSON string into an object. <p>Given a string of JSON data, how can you safely turn that string into a JavaScript object?</p> <p>Obviously you can do this unsafely with something like...</p> <pre><code>var obj = eval(""("" + json + ')'); </code></pre> <p>...but that leaves us vulnerable to the json string containing other code, which it seems very dangerous to simply eval.</p>"	2008-09-05 00:12:01.570	safely turning a json string into an object. given a string of json data, how can you safely turn that string into a javascript object? obviously you can do this unsafely with something like...  ...but that leaves us vulnerable to the json string containing other code, which it seems very dangerous to simply eval.
121203	121259	How to detect if JavaScript is disabled?. <p>There was a post this morning asking about how many people disable javascript. Then I began to wonder what techniques might be used to determine if the user has it disabled. Anyone know of some short/simple ways to detect if Javascript is disabled? my intention is to give warning that the site is not able to function properly without the browser having JS enabled, eventually I would want to redirect them to content that is able to work in the abscence of JS, but I need this detection as a place holder to start.</p>	2008-09-23 14:07:12.740	how to detect if javascript is disabled?. there was a post this morning asking about how many people disable javascript. then i began to wonder what techniques might be used to determine if the user has it disabled. anyone know of some short/simple ways to detect if javascript is disabled? my intention is to give warning that the site is not able to function properly without the browser having js enabled, eventually i would want to redirect them to content that is able to work in the abscence of js, but i need this detection as a place holder to start.
92720	92819	jQuery/Javascript to replace broken images. <p>I have a web page that includes a bunch of images. Sometimes the image isn't available so a broken image is displayed in the clients browser.</p> <p>How do I use jQuery to get the set of images, filter it to broken images then replace the src?</p> <p>--I thought it would be easier to do this with Jquery, but It turned out much easier to just use a pure javascript solution. i.e the one provided by Prestaul</p>	2008-09-18 13:53:32.840	jquery/javascript to replace broken images. i have a web page that includes a bunch of images. sometimes the image isn't available so a broken image is displayed in the clients browser. how do i use jquery to get the set of images, filter it to broken images then replace the src? --i thought it would be easier to do this with jquery, but it turned out much easier to just use a pure javascript solution. i.e the one provided by prestaul
205853	553734	Why would a JavaScript variable start with a dollar sign?. <p>I quite often see JavaScript with variables that start with a dollar sign. When/why would you choose to prefix a variable in this way?</p> <p>(I'm not asking about <code>$('p.foo')</code> syntax that you see in jQuery and others, but normal variables like <code>$name</code> and <code>$order</code>)</p>	2008-10-15 18:26:34.923	why would a javascript variable start with a dollar sign?. i quite often see javascript with variables that start with a dollar sign. when/why would you choose to prefix a variable in this way? (i'm not asking about $('p.foo') syntax that you see in jquery and others, but normal variables like $name and $order)
307179	307200	What is JavaScript's highest integer value that a Number can go to without losing precision?. <p>Is this defined by the language? Is there a defined maximum? Is it different in different browsers?</p>	2008-11-20 22:47:54.100	what is javascript's highest integer value that a number can go to without losing precision?. is this defined by the language? is there a defined maximum? is it different in different browsers?
500431	500459	What is the scope of variables in JavaScript?. <p>What is the scope of variables in javascript? Do they have the same scope inside as opposed to outside a function? Or does it even matter? Also, where are the variables stored if they are defined globally?</p>	2009-02-01 08:27:19.853	what is the scope of variables in javascript?. what is the scope of variables in javascript? do they have the same scope inside as opposed to outside a function? or does it even matter? also, where are the variables stored if they are defined globally?
111102	111111	"How do JavaScript closures work?. <p>How would you explain <em>JavaScript</em> closures to someone with a knowledge of the concepts which make up them (for example, functions, variables and the like), but does not understand closures themselves?</p> <p>I have seen <a href=""http://en.wikipedia.org/wiki/Scheme_%28programming_language%29"">the Scheme example</a> given on Stack Overflow, and it did not help.</p>"	2008-09-21 14:12:07.003	how do javascript closures work?. how would you explain javascript closures to someone with a knowledge of the concepts which make up them (for example, functions, variables and the like), but does not understand closures themselves? i have seen the scheme example given on stack overflow, and it did not help.
201183	201471	"How to determine equality for two JavaScript objects?. <p>A strict equality operator will tell you if two object <strong>types</strong> are equal. However, is there a way to tell if two objects are equal, <strong>much like the hash code</strong> value in Java?</p> <p>Stack Overflow question <em><a href=""http://stackoverflow.com/questions/194846"">Is there any kind of hashCode function in JavaScript?</a></em> is similar to this question, but requires a more academic answer. The scenario above demonstrates why it would be necessary to have one, and I'm wondering if there is any <strong>equivalent solution</strong>.</p>"	2008-10-14 13:41:07.357	how to determine equality for two javascript objects?. a strict equality operator will tell you if two object types are equal. however, is there a way to tell if two objects are equal, much like the hash code value in java? stack overflow question is there any kind of hashcode function in javascript? is similar to this question, but requires a more academic answer. the scenario above demonstrates why it would be necessary to have one, and i'm wondering if there is any equivalent solution.
134845	138233	"Href attribute for JavaScript links: ""#"" or ""javascript:void(0)""?. <p>The following are two methods of building a link that has the sole purpose of running JavaScript code. Which is better, in terms of functionality, page load speed, validation purposes, etc.?</p> <p><div class=""snippet"" data-lang=""js"" data-hide=""false""> <div class=""snippet-code""> <pre class=""snippet-code-js lang-js prettyprint-override""><code>function myJsFunc() { alert(""myJsFunc""); }</code></pre> <pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;a href=""#"" onclick=""myJsFunc();""&gt;Run JavaScript Code&lt;/a&gt;</code></pre> </div> </div> </p> <p>or</p> <p><div class=""snippet"" data-lang=""js"" data-hide=""false""> <div class=""snippet-code""> <pre class=""snippet-code-js lang-js prettyprint-override""><code>function myJsFunc() { alert(""myJsFunc""); }</code></pre> <pre class=""snippet-code-html lang-html prettyprint-override""><code> &lt;a href=""javascript:void(0)"" onclick=""myJsFunc();""&gt;Run JavaScript Code&lt;/a&gt;</code></pre> </div> </div> </p>"	2008-09-25 17:54:27.140	"href attribute for javascript links: ""#"" or ""javascript:void(0)""?. the following are two methods of building a link that has the sole purpose of running javascript code. which is better, in terms of functionality, page load speed, validation purposes, etc.?   function myjsfunc() { alert(""myjsfunc""); } &lt;a href=""#"" onclick=""myjsfunc();""&gt;run javascript code&lt;/a&gt;    or   function myjsfunc() { alert(""myjsfunc""); }  &lt;a href=""javascript:void(0)"" onclick=""myjsfunc();""&gt;run javascript code&lt;/a&gt;   "
122102	122704	What is the most efficient way to clone an object?. <p>What is the most efficient way to clone a JavaScript object? I've seen <code>obj = eval(uneval(o));</code> being used, but that's currently Firefox-only. In Mootools 1.2, I've done things like <code>obj = JSON.parse(JSON.stringify(o));</code> but question the efficiency.</p> <p>I've also seen recursive copying functions with various flaws. I'm surprised no canonical solution exists.</p>	2008-09-23 16:26:09.163	what is the most efficient way to clone an object?. what is the most efficient way to clone a javascript object? i've seen obj = eval(uneval(o)); being used, but that's currently firefox-only. in mootools 1.2, i've done things like obj = json.parse(json.stringify(o)); but question the efficiency. i've also seen recursive copying functions with various flaws. i'm surprised no canonical solution exists.
492994	493018	Compare two dates with JavaScript. <p>Can someone suggest a way to compare the values of two dates greater than, less than, and not in the past using JavaScript? The values will be coming from text boxes.</p>	2009-01-29 19:14:06.757	compare two dates with javascript. can someone suggest a way to compare the values of two dates greater than, less than, and not in the past using javascript? the values will be coming from text boxes.
168214	169035	"Pass a PHP string to a JavaScript variable (and escape newlines). <p>What is the easiest way to encode a PHP string for output to a JavaScript variable?</p> <p>I have a PHP string which includes quotes and newlines. I need the contents of this string to be put into a JavaScript variable.</p> <p>Normally, I would just construct my JavaScript in a PHP file, à la:</p> <pre><code>&lt;script&gt; var myvar = ""&lt;?php echo $myVarValue;?&gt;""; &lt;/script&gt; </code></pre> <p>However, this doesn't work when <code>$myVarValue</code> contains quotes or newlines.</p>"	2008-10-03 18:27:03.507	pass a php string to a javascript variable (and escape newlines). what is the easiest way to encode a php string for output to a javascript variable? i have a php string which includes quotes and newlines. i need the contents of this string to be put into a javascript variable. normally, i would just construct my javascript in a php file, à la:  however, this doesn't work when $myvarvalue contains quotes or newlines.
436411	24070373	"Where is the best place to put <script> tags in HTML markup?. <p>When embedding JavaScript in an HTML document, where is the best place to put the <code>&lt;script&gt;</code> tags and included JavaScript? I seem to recall that you are not supposed to place these in the <code>&lt;head&gt;</code> section, but placing at the beginning of the <code>&lt;body&gt;</code> section is bad, too, since the JavaScript will have to be parsed before the page is rendered completely (or something like that). This seems to leave the <em>end</em> of the <code>&lt;body&gt;</code> section as a logical place for <code>&lt;script&gt;</code> tags.</p> <p>So, where <em>is</em> the best place to put the <code>&lt;script&gt;</code> tags?</p> <p>(This question references <a href=""http://stackoverflow.com/questions/436154/why-does-the-call-to-this-jquery-function-fail-in-firefox"">this question</a>, in which it was suggested that JavaScript function calls should be moved from <code>&lt;a&gt;</code> tags to <code>&lt;script&gt;</code> tags. I'm specifically using JQuery, but more general answers are also appropriate.)</p>"	2009-01-12 18:15:54.570	where is the best place to put  tags in html markup?. when embedding javascript in an html document, where is the best place to put the &lt;script&gt; tags and included javascript? i seem to recall that you are not supposed to place these in the &lt;head&gt; section, but placing at the beginning of the &lt;body&gt; section is bad, too, since the javascript will have to be parsed before the page is rendered completely (or something like that). this seems to leave the end of the &lt;body&gt; section as a logical place for &lt;script&gt; tags. so, where is the best place to put the &lt;script&gt; tags? (this question references this question, in which it was suggested that javascript function calls should be moved from &lt;a&gt; tags to &lt;script&gt; tags. i'm specifically using jquery, but more general answers are also appropriate.)
166221	8758614	"How can I upload files asynchronously?. <p>I would like to upload a file asynchronously with jQuery. This is my HTML:</p> <pre><code>&lt;span&gt;File&lt;/span&gt; &lt;input type=""file"" id=""file"" name=""file"" size=""10""/&gt; &lt;input id=""uploadbutton"" type=""button"" value=""Upload""/&gt; </code></pre> <p>And here my <code>Jquery</code> code:</p> <pre><code>$(document).ready(function () { $(""#uploadbutton"").click(function () { var filename = $(""#file"").val(); $.ajax({ type: ""POST"", url: ""addFile.do"", enctype: 'multipart/form-data', data: { file: filename }, success: function () { alert(""Data Uploaded: ""); } }); }); }); </code></pre> <p>Instead of the file being uploaded, I am only getting the filename. What can I do to fix this problem?</p> <h3>Current Solution</h3> <p>I am using the <a href=""http://malsup.com/jquery/form/#code-samples"">jQuery Form Plugin</a> to upload files.</p>"	2008-10-03 10:22:17.347	how can i upload files asynchronously?. i would like to upload a file asynchronously with jquery. this is my html:  and here my jquery code:  instead of the file being uploaded, i am only getting the filename. what can i do to fix this problem? current solution i am using the jquery form plugin to upload files.
203198	1207393	"Event binding on dynamically created elements?. <p>I have a bit of code where I am looping though all the select boxes on a page and binding a <code>.hover</code> event to them to do a bit of twiddling with their width on <code>mouseon/off</code>.</p> <p>This happens on page ready and works just fine.</p> <p>The problem I have is that any select boxes I add via Ajax or DOM after the initial loop won't have the event bound.</p> <p>I have found this plugin (<a href=""http://brandonaaron.net/docs/livequery/#getting-started"">jQuery Live Query Plugin</a>), but before I add another 5k to my pages with a plugin, I want to see if anyone knows a way to do this, either with jQuery directly or by another option.</p>"	2008-10-14 23:25:19.113	event binding on dynamically created elements?. i have a bit of code where i am looping though all the select boxes on a page and binding a .hover event to them to do a bit of twiddling with their width on mouseon/off. this happens on page ready and works just fine. the problem i have is that any select boxes i add via ajax or dom after the initial loop won't have the event bound. i have found this plugin (jquery live query plugin), but before i add another 5k to my pages with a plugin, i want to see if anyone knows a way to do this, either with jquery directly or by another option.
237104	1473742	"How do I check if an array includes an object in JavaScript?. <p>What is the most concise and efficient way to find out if a JavaScript array contains an obj?</p> <p>This is the only way I know to do it:</p> <pre><code>function contains(a, obj) { for (var i = 0; i &lt; a.length; i++) { if (a[i] === obj) { return true; } } return false; } </code></pre> <p>Is there a better and more concise way to accomplish this?</p> <p>This is very closely related to Stack Overflow question <em><a href=""http://stackoverflow.com/questions/143847/best-way-to-find-an-item-in-a-javascript-array"">Best way to find an item in a JavaScript Array?</a></em> which addresses finding objects in an array using <code>indexOf</code>.</p>"	2008-10-25 22:14:40.913	how do i check if an array includes an object in javascript?. what is the most concise and efficient way to find out if a javascript array contains an obj? this is the only way i know to do it:  is there a better and more concise way to accomplish this? this is very closely related to stack overflow question best way to find an item in a javascript array? which addresses finding objects in an array using indexof.
336859	336868	var functionName = function() {} vs function functionName() {}. <p>I've recently started maintaining someone else's JavaScript code. I'm fixing bugs, adding features and also trying to tidy up the code and make it more consistent.</p> <p>The previous developer uses two ways of declaring functions and I can't work out if there is a reason behind it or not.</p> <p>The two ways are:</p> <pre><code>var functionOne = function() { // Some code }; </code></pre> <pre><code>function functionTwo() { // Some code } </code></pre> <p>What are the reasons for using these two different methods and what are the pros and cons of each? Is there anything that can be done with one method that can't be done with the other?</p>	2008-12-03 11:31:07.473	var functionname = function() {} vs function functionname() {}. i've recently started maintaining someone else's javascript code. i'm fixing bugs, adding features and also trying to tidy up the code and make it more consistent. the previous developer uses two ways of declaring functions and i can't work out if there is a reason behind it or not. the two ways are:   what are the reasons for using these two different methods and what are the pros and cons of each? is there anything that can be done with one method that can't be done with the other?
359494	359509	"Does it matter which equals operator (== vs ===) I use in JavaScript comparisons?. <p>I'm using <a href=""http://en.wikipedia.org/wiki/JSLint"">JSLint</a> to go through JavaScript, and it's returning many suggestions to replace <code>==</code> (two equals signs) with <code>===</code> (three equals signs) when doing things like comparing <code>idSele_UNVEHtype.value.length == 0</code> inside of an <code>if</code> statement.</p> <p>Is there a performance benefit to replacing <code>==</code> with <code>===</code>? </p> <p>Any performance improvement would be welcomed as many comparison operators exist.</p> <p>If no type conversion takes place, would there be a performance gain over <code>==</code>?</p>"	2008-12-11 14:19:49.123	does it matter which equals operator (== vs ===) i use in javascript comparisons?. i'm using jslint to go through javascript, and it's returning many suggestions to replace == (two equals signs) with === (three equals signs) when doing things like comparing idsele_unvehtype.value.length == 0 inside of an if statement. is there a performance benefit to replacing == with ===?  any performance improvement would be welcomed as many comparison operators exist. if no type conversion takes place, would there be a performance gain over ==?
684672	684692	"Loop through JavaScript object. <p>I have a JavaScript object like the following:</p> <pre><code>var p = { ""p1"": ""value1"", ""p2"": ""value2"", ""p3"": ""value3"" }; </code></pre> <p>Now I want to loop through all <code>p</code> elements (<code>p1</code>,<code>p2</code>,<code>p3</code>...) and get their keys and values. How can I do that?</p> <p>I can modify the JavaScript object if necessary. My ultimate goal is to loop through some key value pairs and if possible I want to avoid using <code>eval</code>.</p>"	2009-03-26 06:01:47.873	loop through javascript object. i have a javascript object like the following:  now i want to loop through all p elements (p1,p2,p3...) and get their keys and values. how can i do that? i can modify the javascript object if necessary. my ultimate goal is to loop through some key value pairs and if possible i want to avoid using eval.
152975	153047	"How to detect a click outside an element?. <p>I have some HTML menus, which I show completely when a user clicks on the head of these menus. I would like to hide these elements when the user clicks outside the menus' area.</p> <p>Is something like this possible with jQuery?</p> <pre><code>$(""#menuscontainer"").clickOutsideThisElement(function() { // hide the menus }); </code></pre>"	2008-09-30 13:17:12.340	how to detect a click outside an element?. i have some html menus, which i show completely when a user clicks on the head of these menus. i would like to hide these elements when the user clicks outside the menus' area. is something like this possible with jquery? 
126100	4889658	How to efficiently count the number of keys/properties of an object in JavaScript?. <p>What's the fastest way to count the number of keys/properties of an object? It it possible to do this without iterating over the object? i.e. without doing</p> <pre><code>var count = 0; for (k in myobj) if (myobj.hasOwnProperty(k)) count++; </code></pre> <p>(Firefox did provide a magic <code>__count__</code> property, but this was removed somewhere around version 4.)</p>	2008-09-24 08:56:21.263	how to efficiently count the number of keys/properties of an object in javascript?. what's the fastest way to count the number of keys/properties of an object? it it possible to do this without iterating over the object? i.e. without doing  (firefox did provide a magic __count__ property, but this was removed somewhere around version 4.)
242813	242833	"When to use double or single quotes in JavaScript?. <p><code>console.log(""double"");</code> vs <code>console.log('single');</code></p> <p>I see more and more JavaScript libraries out there using single quotes when handling strings. What are the reasons to use one over the other? I thought they're pretty much interchangeable.</p>"	2008-10-28 10:34:35.097	"when to use double or single quotes in javascript?. console.log(""double""); vs console.log('single'); i see more and more javascript libraries out there using single quotes when handling strings. what are the reasons to use one over the other? i thought they're pretty much interchangeable."
262427	262511	"javascript - Array#map and parseInt. <p>From the <a href=""https://developer.mozilla.org/En/Core_JavaScript_1.5_Reference:Objects:Array:map"">Mozilla Dev Site</a>:</p> <pre><code>[1,4,9].map(Math.sqrt) </code></pre> <p>will yield:</p> <pre><code>[1,2,3] </code></pre> <p>Why then does this:</p> <pre><code>['1','2','3'].map(parseInt) </code></pre> <p>yield this:</p> <pre><code>[1, NaN, NaN] </code></pre> <p>I have tested in Firefox 3.0.1 and Chrome 0.3 and just as a disclaimer, I know this is not cross-browser functionality. (No IE)</p> <p>[edit] I found out that the following will accomplish the desired effect. However, it still doesn't explain the errant behavior of <strong>parseInt</strong>.</p> <pre><code>['1','2','3'].map(function(i){return +i;}) // returns [1,2,3] </code></pre>"	2008-11-04 16:46:52.937	javascript - array#map and parseint. from the mozilla dev site:  will yield:  why then does this:  yield this:  i have tested in firefox 3.0.1 and chrome 0.3 and just as a disclaimer, i know this is not cross-browser functionality. (no ie) [edit] i found out that the following will accomplish the desired effect. however, it still doesn't explain the errant behavior of parseint. 
1063007	1063027	"How to sort an array of integers correctly. <p>Trying to get the highest and lowest value from a array that I know will contain only integers seems to be harder than I thought?</p> <pre><code>var numArray = [140000, 104, 99]; numArray = numArray.sort(); alert(numArray[0] + "", "" + numArray[numArray.length - 1]); </code></pre> <p>I'd expect this to show ""99, 140000"". Instead it shows ""104, 99"". So it seems the sort is handling the values as strings?</p> <p>Any way to get the sort function to actually sort on integer value?</p>"	2009-06-30 10:43:11.510	"how to sort an array of integers correctly. trying to get the highest and lowest value from a array that i know will contain only integers seems to be harder than i thought?  i'd expect this to show ""99, 140000"". instead it shows ""104, 99"". so it seems the sort is handling the values as strings? any way to get the sort function to actually sort on integer value?"
364952	364997	jQuery/JavaScript: accessing contents of an iframe. <p>I would like to manipulate the html inside an iframe using jquery.</p> <p>I thought I'd be able to do this by setting the context of the jQuery function to be the document of the iframe, something like:</p> <pre><code>$(function(){//document ready $('some selector', frames['nameOfMyIframe'].document).doStuff() }); </code></pre> <p>However this doesn't seem to work. A bit of inspection shows me that the variables in <code>frames['nameOfMyIframe']</code> are undefined unless I wait a while for the iframe to load. However, when the iframe loads the variables are not accessible (I get <code>permission denied</code> type errors).</p> <p>Does anyone know of way to work around this?</p>	2008-12-13 07:20:34.733	jquery/javascript: accessing contents of an iframe. i would like to manipulate the html inside an iframe using jquery. i thought i'd be able to do this by setting the context of the jquery function to be the document of the iframe, something like:  however this doesn't seem to work. a bit of inspection shows me that the variables in frames['nameofmyiframe'] are undefined unless i wait a while for the iframe to load. however, when the iframe loads the variables are not accessible (i get permission denied type errors). does anyone know of way to work around this?
1068834	1144249	"Object comparison in JavaScript. <blockquote> <p><strong>Possible Duplicate:</strong><br> <a href=""http://stackoverflow.com/questions/201183/how-do-you-determine-equality-for-two-javascript-objects"">How do you determine equality for two JavaScript objects?</a> </p> </blockquote> <p>What is the best way to compare objects in JavaScript?</p> <p>Example:</p> <pre><code>var user1 = {name : ""nerd"", org: ""dev""}; var user2 = {name : ""nerd"", org: ""dev""}; var eq = user1 == user2; alert(eq); // gives false </code></pre> <p>I know that <strong>two objects are equal if they refer to the exact same object</strong>, but is there a way to check if they have the same attributes' values?</p> <p>The following way works for me, but is it the only possibility?</p> <pre><code>var eq = Object.toJSON(user1) == Object.toJSON(user2); alert(eq); // gives true </code></pre>"	2009-07-01 12:18:29.613	object comparison in javascript.  possible duplicate: how do you determine equality for two javascript objects?   what is the best way to compare objects in javascript? example:  i know that two objects are equal if they refer to the exact same object, but is there a way to check if they have the same attributes' values? the following way works for me, but is it the only possibility? 
236073	236106	"Why split the <script> tag when writing it with document.write()?. <p>Why do some sites (or advertisers that give clients javascript code) employ a technique of splitting the <code>&lt;script&gt;</code> and/or <code>&lt;/script&gt;</code> tags up within <code>document.write()</code> calls?</p> <p>I noticed that Amazon does this as well, for example:</p> <pre><code>&lt;script type='text/javascript'&gt; if (typeof window['jQuery'] == 'undefined') document.write('&lt;scr'+'ipt type=""text/javascript"" src=""http://z-ecx.images-amazon.com/images/G/01/javascripts/lib/jquery/jquery-1.2.6.pack._V265113567_.js""&gt;&lt;/sc'+'ript&gt;'); &lt;/script&gt; </code></pre>"	2008-10-25 07:58:56.467	why split the  tag when writing it with document.write()?. why do some sites (or advertisers that give clients javascript code) employ a technique of splitting the &lt;script&gt; and/or &lt;/script&gt; tags up within document.write() calls? i noticed that amazon does this as well, for example: 
950087	950146	Include a JavaScript file in another JavaScript file?. <p>Is there something in JavaScript similar to <code>@import</code> in CSS that allows you to include a JavaScript file inside another JavaScript file?</p>	2009-06-04 11:59:50.987	include a javascript file in another javascript file?. is there something in javascript similar to @import in css that allows you to include a javascript file inside another javascript file?
359788	359910	How to execute a JavaScript function when I have its name as a string. <p>I have the name of a function in JavaScript as a string. How do I convert that into a function pointer so I can call it later?</p> <p>Depending on the circumstances, I may need to pass various arguments into the method too.</p> <p>Some of the functions may take the form of <code>namespace.namespace.function(args[...])</code>.</p>	2008-12-11 15:47:10.663	how to execute a javascript function when i have its name as a string. i have the name of a function in javascript as a string. how do i convert that into a function pointer so i can call it later? depending on the circumstances, i may need to pass various arguments into the method too. some of the functions may take the form of namespace.namespace.function(args[...]).
